day,weekday,bias8,bias,tier,adapted,demoted,net,net_pct,am_net,verdict8,verdict,verdict_adapted,policy,draw_hit,po3,flip,news,note
2025-12-03,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,162.2,0.64,65.0,WRONG,WRONG,WRONG,,False,,False,True,NY +162pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 ISM Services PMI
2025-12-04,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-84.0,-0.33,-70.0,WRONG,WRONG,WRONG,,False,,False,False,NY -84pt (down); NEUTRAL read but the session trended down — missed day
2025-12-05,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,45.8,0.18,50.2,WRONG,WRONG,WRONG,,False,,False,True,NY +46pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 Core PCE Price Index m/m
2025-12-08,Monday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-122.2,-0.47,-151.5,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),False,False,NY -122pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2025-12-09,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,84.5,0.33,90.5,WRONG,WRONG,WRONG,,False,,False,False,NY +84pt (up); NEUTRAL read but the session trended up — missed day
2025-12-10,Wednesday,BEARISH,BEARISH,MEDIUM,BULLISH,False,152.8,0.6,3.2,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),False,False,NY +153pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 24% vs flip 53%]
2025-12-11,Thursday,BULLISH,BEARISH,MEDIUM,BULLISH,False,71.2,0.28,-142.2,CORRECT,WRONG,CORRECT,flip,True,no PO3 shape (low first),True,False,NY +71pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped BULLISH->BEARISH at the open); [LEARNED: fading BEARISH/MEDIUM — trailing keep 22% vs flip 56%]
2025-12-12,Friday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,-350.8,-1.37,-385.8,WRONG,WRONG,WRONG,keep,False,no PO3 shape (high first),True,False,NY -351pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open)
2025-12-15,Monday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-331.8,-1.29,-255.5,WRONG,WRONG,WRONG,keep,False,no PO3 shape (high first),False,False,NY -332pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2025-12-16,Tuesday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,140.2,0.56,103.5,WRONG,CORRECT,CORRECT,keep,True,manip->expand shape,True,True,NY +140pt (up); session followed the bias; draw reached; PO3 shape played out
2025-12-17,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-530.2,-2.09,-388.0,WRONG,WRONG,WRONG,,False,,False,False,NY -530pt (down); NEUTRAL read but the session trended down — missed day
2025-12-18,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-27.0,-0.11,107.8,WRONG,WRONG,WRONG,,False,,False,True,NY -27pt (down); NEUTRAL read but the session trended down — missed day; news: 08:30 CPI y/y
2025-12-19,Friday,BEARISH,NEUTRAL,NEUTRAL,NEUTRAL,False,219.5,0.87,144.0,WRONG,WRONG,WRONG,,False,,True,False,NY +220pt (up); NEUTRAL read but the session trended up — missed day; (read flipped BEARISH->NEUTRAL at the open)
2025-12-22,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-92.5,-0.36,-66.0,WRONG,WRONG,WRONG,,False,,False,False,NY -92pt (down); NEUTRAL read but the session trended down — missed day
2025-12-23,Tuesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,167.0,0.65,129.0,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),True,False,NY +167pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); [LEARNED: fading BEARISH/MEDIUM — trailing keep 21% vs flip 58%]
2025-12-24,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,69.8,0.27,81.2,WRONG,WRONG,WRONG,,False,,False,False,NY +70pt (up); NEUTRAL read but the session trended up — missed day
2025-12-26,Friday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-32.2,-0.12,-25.2,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),False,False,NY -32pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2025-12-29,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,34.2,0.13,-11.2,WRONG,WRONG,WRONG,,False,,False,False,NY +34pt (up); NEUTRAL read but the session trended up — missed day
2025-12-30,Tuesday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-14.8,-0.06,27.2,FLAT,FLAT,FLAT,keep,True,no PO3 shape (high first),False,False,NY -15pt (flat); bias was directional but the session chopped flat
2025-12-31,Wednesday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-223.5,-0.87,-73.8,WRONG,WRONG,WRONG,keep,False,no PO3 shape (high first),False,False,NY -224pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2026-01-02,Friday,BULLISH,BULLISH,LOW,BULLISH,False,-301.5,-1.17,-345.5,WRONG,WRONG,WRONG,,True,no PO3 shape (high first),False,False,NY -302pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2026-01-05,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-55.8,-0.22,15.8,WRONG,WRONG,WRONG,,False,,False,True,NY -56pt (down); NEUTRAL read but the session trended down — missed day; news: 10:00 ISM Manufacturing PMI
2026-01-06,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,177.5,0.69,59.5,WRONG,WRONG,WRONG,,False,,False,False,NY +178pt (up); NEUTRAL read but the session trended up — missed day
2026-01-07,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,44.2,0.17,179.5,WRONG,WRONG,WRONG,,False,,False,True,NY +44pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 ISM Services PMI
2026-01-08,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-104.0,-0.4,-115.2,WRONG,WRONG,WRONG,,False,,False,False,NY -104pt (down); NEUTRAL read but the session trended down — missed day
2026-01-09,Friday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,219.2,0.85,196.2,WRONG,CORRECT,CORRECT,keep,True,manip->expand shape,True,True,NY +219pt (up); session followed the bias; draw reached; PO3 shape played out
2026-01-12,Monday,BEARISH,BEARISH,MEDIUM,BULLISH,False,206.0,0.8,214.8,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),False,False,NY +206pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 20% vs flip 60%]
2026-01-13,Tuesday,NEUTRAL,BULLISH,LOW,BULLISH,False,-46.8,-0.18,58.0,WRONG,WRONG,WRONG,,True,no PO3 shape (high first),True,True,"NY -47pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open); news: 08:30 Core CPI m/m, 08:30 CPI m/m, 08:30 CPI y/y"
2026-01-14,Wednesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-103.2,-0.4,-279.5,WRONG,CORRECT,WRONG,flip,True,manip->expand shape,True,True,NY -103pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 19% vs flip 62%]
2026-01-15,Thursday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-205.5,-0.79,0.0,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),False,False,NY -206pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2026-01-16,Friday,BEARISH,BEARISH,MEDIUM,BULLISH,False,-183.5,-0.71,-151.5,CORRECT,CORRECT,WRONG,flip,True,manip->expand shape,False,False,NY -184pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 23% vs flip 59%]
2026-01-19,Monday,BEARISH,BEARISH,MEDIUM,BULLISH,False,107.0,0.42,87.0,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),False,False,NY +107pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 26% vs flip 57%]
2026-01-20,Tuesday,BEARISH,BEARISH,MEDIUM,BULLISH,False,-101.2,-0.4,155.0,CORRECT,CORRECT,WRONG,flip,False,manip->expand shape,False,False,NY -101pt (down); session followed the bias; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 25% vs flip 58%]
2026-01-21,Wednesday,BEARISH,BEARISH,MEDIUM,BULLISH,False,275.0,1.09,32.8,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),False,False,NY +275pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 28% vs flip 56%]
2026-01-22,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-67.0,-0.26,-59.5,WRONG,WRONG,WRONG,,False,,False,True,NY -67pt (down); NEUTRAL read but the session trended down — missed day; news: 10:00 Core PCE Price Index m/m
2026-01-23,Friday,BEARISH,BEARISH,MEDIUM,BULLISH,False,127.5,0.5,181.0,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),False,False,NY +128pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 27% vs flip 58%]
2026-01-26,Monday,BEARISH,BEARISH,MEDIUM,BULLISH,False,96.0,0.37,157.2,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),False,False,NY +96pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 26% vs flip 59%]
2026-01-27,Tuesday,BEARISH,BEARISH,MEDIUM,BULLISH,False,93.2,0.36,97.0,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),False,False,NY +93pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 25% vs flip 61%]
2026-01-28,Wednesday,BEARISH,BEARISH,MEDIUM,BULLISH,False,-103.2,-0.39,-135.8,CORRECT,CORRECT,WRONG,flip,True,manip->expand shape,False,False,NY -103pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 24% vs flip 62%]
2026-01-29,Thursday,BEARISH,BEARISH,MEDIUM,BULLISH,False,-142.0,-0.54,-422.2,CORRECT,CORRECT,WRONG,flip,True,manip->expand shape,False,False,NY -142pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 27% vs flip 60%]
2026-01-30,Friday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-158.8,-0.61,-76.8,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),False,False,NY -159pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2026-02-02,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,314.0,1.23,351.0,WRONG,WRONG,WRONG,,False,,False,True,NY +314pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 ISM Manufacturing PMI
2026-02-03,Tuesday,BULLISH,BULLISH,LOW,BULLISH,False,-489.2,-1.89,-443.5,WRONG,WRONG,WRONG,,False,no PO3 shape (high first),False,False,NY -489pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2026-02-04,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-391.0,-1.54,-350.0,WRONG,WRONG,WRONG,,False,,False,True,"NY -391pt (down); NEUTRAL read but the session trended down — missed day; news: 08:15 Non-Farm Employment Change, 10:00 ISM Services PMI"
2026-02-05,Thursday,BEARISH,BEARISH,MEDIUM,BULLISH,False,-132.0,-0.53,58.8,CORRECT,CORRECT,WRONG,flip,True,manip->expand shape,False,False,NY -132pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 29% vs flip 58%]
2026-02-06,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,386.2,1.56,240.2,WRONG,WRONG,WRONG,,False,,False,False,NY +386pt (up); NEUTRAL read but the session trended up — missed day
2026-02-09,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,280.0,1.12,333.2,WRONG,WRONG,WRONG,,False,,False,False,NY +280pt (up); NEUTRAL read but the session trended up — missed day
2026-02-10,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-156.8,-0.62,-49.5,WRONG,WRONG,WRONG,,False,,False,True,NY -157pt (down); NEUTRAL read but the session trended down — missed day; news: 08:30 Core Retail Sales
2026-02-11,Wednesday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,-140.0,-0.55,-237.8,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),True,True,NY -140pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open); news: 08:30 Non-Farm Employment Change
2026-02-12,Thursday,BEARISH,BULLISH,MEDIUM,BULLISH,False,-582.8,-2.3,-467.8,CORRECT,WRONG,WRONG,keep,True,no PO3 shape (high first),True,False,NY -583pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped BEARISH->BULLISH at the open)
2026-02-13,Friday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,59.0,0.24,151.5,WRONG,CORRECT,CORRECT,keep,False,manip->expand shape,True,True,NY +59pt (up); session followed the bias; PO3 shape played out
2026-02-16,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-15.5,-0.06,-34.0,CORRECT,CORRECT,CORRECT,,False,,False,False,NY -16pt (flat); session followed the bias
2026-02-17,Tuesday,BEARISH,BEARISH,MEDIUM,BULLISH,False,117.8,0.48,100.0,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),False,False,NY +118pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 31% vs flip 56%]
2026-02-18,Wednesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,148.0,0.6,252.0,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),True,False,NY +148pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); [LEARNED: fading BEARISH/MEDIUM — trailing keep 30% vs flip 58%]
2026-02-19,Thursday,BEARISH,BEARISH,MEDIUM,BULLISH,False,29.8,0.12,10.0,WRONG,WRONG,CORRECT,flip,True,manip->expand shape,False,False,NY +30pt (up); session ran up AGAINST the bearish read; [LEARNED: fading BEARISH/MEDIUM — trailing keep 29% vs flip 59%]
2026-02-20,Friday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,359.5,1.45,382.8,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),True,True,NY +360pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); news: 08:30 Core Price Index; [LEARNED: fading BEARISH/MEDIUM — trailing keep 29% vs flip 60%]
2026-02-23,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-213.0,-0.85,-246.2,WRONG,WRONG,WRONG,,False,,False,False,NY -213pt (down); NEUTRAL read but the session trended down — missed day
2026-02-24,Tuesday,BULLISH,BULLISH,MEDIUM,BULLISH,False,225.0,0.91,223.8,CORRECT,CORRECT,CORRECT,keep,True,manip->expand shape,False,False,NY +225pt (up); session followed the bias; draw reached; PO3 shape played out
2026-02-25,Wednesday,BULLISH,BULLISH,LOW,BULLISH,False,224.2,0.89,156.2,CORRECT,CORRECT,CORRECT,,False,manip->expand shape,False,False,NY +224pt (up); session followed the bias; PO3 shape played out
2026-02-26,Thursday,BEARISH,BEARISH,MEDIUM,BULLISH,False,-258.8,-1.02,-378.5,CORRECT,CORRECT,WRONG,flip,True,manip->expand shape,False,False,NY -259pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 28% vs flip 61%]
2026-02-27,Friday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,183.0,0.74,153.5,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),True,True,NY +183pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); news: 08:30 PPI; [LEARNED: fading BEARISH/MEDIUM — trailing keep 30% vs flip 59%]
2026-03-02,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,378.8,1.54,389.0,WRONG,WRONG,WRONG,,False,,False,True,NY +379pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 ISM Manufacturing PMI
2026-03-03,Tuesday,BULLISH,BULLISH,MEDIUM,BULLISH,False,222.2,0.91,137.0,CORRECT,CORRECT,CORRECT,keep,True,manip->expand shape,False,False,NY +222pt (up); session followed the bias; draw reached; PO3 shape played out
2026-03-04,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,266.5,1.07,292.0,WRONG,WRONG,WRONG,,False,,False,True,"NY +266pt (up); NEUTRAL read but the session trended up — missed day; news: 08:15 ADP Non-Farm Employment Change, 10:00 ISM Services PMI"
2026-03-05,Thursday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,60.0,0.24,54.8,WRONG,WRONG,CORRECT,flip,True,manip->expand shape,True,True,NY +60pt (up); session ran up AGAINST the bearish read; (read flipped NEUTRAL->BEARISH at the open); news: 08:30 Unemployment Claims; [LEARNED: fading BEARISH/MEDIUM — trailing keep 29% vs flip 61%]
2026-03-06,Friday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-17.5,-0.07,195.5,CORRECT,FLAT,FLAT,flip,True,manip->expand shape,True,True,"NY -18pt (flat); bias was directional but the session chopped flat; (read flipped NEUTRAL->BEARISH at the open); news: 08:30 Average Hourly Earnings m/m, 08:30 Core Retail Sales m; [LEARNED: fading BEARISH/MEDIUM — trailing keep 28% vs flip 62%]"
2026-03-09,Monday,BULLISH,BULLISH,MEDIUM,BULLISH,False,560.0,2.29,210.2,CORRECT,CORRECT,CORRECT,keep,False,manip->expand shape,False,False,NY +560pt (up); session followed the bias; PO3 shape played out
2026-03-10,Tuesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-4.5,-0.02,157.8,CORRECT,FLAT,FLAT,flip,True,no PO3 shape (low first),True,True,NY -4pt (flat); bias was directional but the session chopped flat; (read flipped NEUTRAL->BEARISH at the open); news: 08:30 Core CPI m/m; [LEARNED: fading BEARISH/MEDIUM — trailing keep 28% vs flip 60%]
2026-03-11,Wednesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-50.8,-0.2,-100.0,WRONG,CORRECT,WRONG,flip,True,manip->expand shape,True,True,NY -51pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 27% vs flip 59%]
2026-03-12,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-220.5,-0.89,-110.2,WRONG,WRONG,WRONG,,False,,False,True,"NY -220pt (down); NEUTRAL read but the session trended down — missed day; news: 08:30 Unemployment Claims, 08:30 Core PCE Price Index m/m"
2026-03-13,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-247.5,-1.0,-236.8,WRONG,WRONG,WRONG,,False,,False,True,"NY -248pt (down); NEUTRAL read but the session trended down — missed day; news: 08:30 Prelim GDP q/q, 10:00 JOLTS Job Openings"
2026-03-16,Monday,BULLISH,BULLISH,LOW,BEARISH,False,15.2,0.06,21.0,FLAT,FLAT,FLAT,flip,False,manip->expand shape,False,False,NY +15pt (flat); bias was directional but the session chopped flat; [LEARNED: fading BULLISH/LOW — trailing keep 30% vs flip 70%]
2026-03-17,Tuesday,BULLISH,BULLISH,MEDIUM,BULLISH,False,9.5,0.04,-9.8,FLAT,FLAT,FLAT,keep,True,no PO3 shape (high first),False,False,NY +10pt (flat); bias was directional but the session chopped flat
2026-03-18,Wednesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-276.8,-1.11,-29.0,WRONG,CORRECT,WRONG,flip,True,manip->expand shape,True,True,NY -277pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 29% vs flip 57%]
2026-03-19,Thursday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,146.5,0.6,46.8,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (low first),True,True,NY +146pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); news: 08:30 Unemployment Claims; [LEARNED: fading BEARISH/MEDIUM — trailing keep 30% vs flip 56%]
2026-03-20,Friday,BEARISH,BEARISH,MEDIUM,BULLISH,False,-373.8,-1.53,-176.5,CORRECT,CORRECT,WRONG,flip,True,manip->expand shape,False,False,NY -374pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 30% vs flip 57%]
2026-03-23,Monday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-94.5,-0.39,-111.8,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),False,False,NY -94pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2026-03-24,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-35.0,-0.14,41.2,WRONG,WRONG,WRONG,,False,,False,True,NY -35pt (down); NEUTRAL read but the session trended down — missed day; news: 09:45 Flash Services PMI
2026-03-25,Wednesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-59.0,-0.24,-52.5,WRONG,CORRECT,WRONG,flip,True,manip->expand shape,True,False,NY -59pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 31% vs flip 56%]
2026-03-26,Thursday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-369.5,-1.53,-63.8,WRONG,CORRECT,WRONG,flip,True,manip->expand shape,True,True,NY -370pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 33% vs flip 54%]
2026-03-27,Friday,BEARISH,BEARISH,MEDIUM,BULLISH,False,-345.8,-1.46,-105.0,CORRECT,CORRECT,WRONG,flip,True,manip->expand shape,False,False,NY -346pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 34% vs flip 53%]
2026-03-30,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-373.2,-1.59,-133.8,WRONG,WRONG,WRONG,,False,,False,True,"NY -373pt (down); NEUTRAL read but the session trended down — missed day; news: 10:00 JOLTS Job Openings, 10:30 FOMC Member Powell Speaks"
2026-03-31,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,528.0,2.26,64.8,WRONG,WRONG,WRONG,,False,,False,True,NY +528pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 ISM Manufacturing PMI
2026-04-01,Wednesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,113.0,0.47,225.5,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),True,True,"NY +113pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); news: 08:15 ADP Non-Farm Employment Change, 08:30 Core Retail Sale; [LEARNED: fading BEARISH/MEDIUM — trailing keep 35% vs flip 52%]"
2026-04-02,Thursday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,457.2,1.92,372.5,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),True,True,NY +457pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); news: 08:30 Unemployment Claims; [LEARNED: fading BEARISH/MEDIUM — trailing keep 35% vs flip 53%]
2026-04-06,Monday,BULLISH,BULLISH,LOW,BEARISH,False,98.5,0.41,58.8,CORRECT,CORRECT,WRONG,flip,True,no PO3 shape (high first),False,False,NY +98pt (up); session followed the bias; draw reached; [LEARNED: fading BULLISH/LOW — trailing keep 27% vs flip 64%]
2026-04-07,Tuesday,BEARISH,BEARISH,MEDIUM,BULLISH,False,126.0,0.52,-135.0,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),False,False,NY +126pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 34% vs flip 54%]
2026-04-08,Wednesday,BULLISH,BULLISH,LOW,BEARISH,False,-119.5,-0.47,-121.0,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (high first),False,False,NY -120pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); [LEARNED: fading BULLISH/LOW — trailing keep 33% vs flip 58%]
2026-04-09,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,168.0,0.67,108.0,WRONG,WRONG,WRONG,,False,,False,True,"NY +168pt (up); NEUTRAL read but the session trended up — missed day; news: 08:30 Core PCE Price Index m/m, 08:30 Final GDP q/q, 08:30 C"
2026-04-10,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-31.0,-0.12,-50.8,WRONG,WRONG,WRONG,,False,,False,False,NY -31pt (down); NEUTRAL read but the session trended down — missed day
2026-04-13,Monday,BEARISH,BULLISH,MEDIUM,BULLISH,False,322.5,1.28,93.8,WRONG,CORRECT,CORRECT,keep,True,manip->expand shape,True,False,NY +322pt (up); session followed the bias; draw reached; PO3 shape played out
2026-04-14,Tuesday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,344.5,1.34,219.5,WRONG,CORRECT,CORRECT,keep,True,manip->expand shape,True,True,NY +344pt (up); session followed the bias; draw reached; PO3 shape played out
2026-04-15,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,340.8,1.31,173.2,WRONG,WRONG,WRONG,,False,,False,False,NY +341pt (up); NEUTRAL read but the session trended up — missed day
2026-04-16,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,45.8,0.17,94.2,WRONG,WRONG,WRONG,,False,,False,False,NY +46pt (up); NEUTRAL read but the session trended up — missed day
2026-04-17,Friday,BULLISH,BULLISH,MEDIUM,BULLISH,False,134.8,0.5,112.2,CORRECT,CORRECT,CORRECT,keep,False,manip->expand shape,False,False,NY +135pt (up); session followed the bias; PO3 shape played out
2026-04-20,Monday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-50.8,-0.19,-138.0,WRONG,WRONG,WRONG,keep,False,no PO3 shape (high first),False,False,NY -51pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first)
2026-04-21,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-165.8,-0.62,-76.5,WRONG,WRONG,WRONG,,False,,False,True,"NY -166pt (down); NEUTRAL read but the session trended down — missed day; news: 08:30 Retail Sales m/m, 10:00 Fed Chairman Warsh Testifies"
2026-04-22,Wednesday,BULLISH,BULLISH,MEDIUM,BULLISH,False,199.0,0.74,99.5,CORRECT,CORRECT,CORRECT,keep,True,manip->expand shape,False,False,NY +199pt (up); session followed the bias; draw reached; PO3 shape played out
