schema_version,agent_version,date,regime,directional_bias,permitted_structures,stand_down,size_multiplier,confidence,rationale,cited_evidence,playbook_notes,expected_value_usd
1.0,47d14088dd96,2026-04-27,war,long,['reversion'],False,0.25,low,"Tape is a persistent up-regime: net_10d +2701 pts and price 0.07% off the window high — war label, long bias. But the analog cohort, not the trend story, picks the book: majority ROTATION (6/15) while the momentum book's cohort mean is -216, so continuation is excluded and reversion armed. Edge is thin (rotation mean -25, FLAT 5/15), so reduced-arm 0.25. No stand-down signal: majority is a book, share_both_books_red 0.33, no red folder today.","['analog_block.majority_action=ROTATION', 'analog_block.best_action_counts={FLAT:5,MOMENTUM:4,ROTATION:6}', 'analog_block.mean_pl_if_rotation=-25', 'analog_block.mean_pl_if_momentum=-216', 'analog_block.share_both_books_red=0.33', 'trailing_stats.net_10d_pts=2701.0', 'trailing_stats.pct_off_window_high=-0.071', 'regime_vector.red_folder_today=0']","2026-04-27 (fresh eyes, no inherited notes). Read: strong multi-week up-tape (net_10d +2701, net_5d +812, close 0.07% off 20d high) but streak_imbal only 1 and day_type balanced — trend is extended, not accelerating. Retrieval: k=15 cohort majority ROTATION (6R/5F/4M); momentum book clearly red in cohort (mean -216), rotation roughly breakeven (-25) with big winners when right (+240 to +665). Per v0.6.1 anchor, the cohort's book decides: armed ROTATION/reversion only at 0.25 (thin, split cohort), long bias with the trend. Not a stand-down day: majority is a book, share_both_books_red 0.33, red_folder_today=0, trap_rate_10 low (0.1). Base rates for balanced/clear days are near-neutral for both books (p_flat ~0.45), consistent with the small size. Yesterday's line: full-size arm realized $0 vs oracle $505 — read regret, not sizing regret; rolling-20d read regret -$4408 says the leak is book/trade selection, so keep obeying the analog majority rather than the tape narrative. Watch next sessions for failed counter-trend bounces (would justify re-permitting continuation) or a FLAT-majority cohort (stand down).",-6.0
1.0,47d14088dd96,2026-04-28,event_risk,neutral,[],True,0.0,high,"Stand-down on cohort evidence, not the FOMC label: analog majority is FLAT (10 of 15) with BOTH book means negative (rotation -68, momentum -186), and the FOMC event-family record is 6/8 FLAT with rotation never best. Red-folder base rate confirms: p_flat 0.54, rotation book -98.63/day. The -324.5pt gap against a +2110pt 10d up-move makes direction genuinely ambiguous, and no book has a paying cohort to arm. This is the retrieval no-trade signal the rules make binding.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=10 (k=15)', 'analog_block.mean_pl_if_rotation=-68', 'analog_block.mean_pl_if_momentum=-186', 'event_family_analogs.counts={FLAT:6,MOMENTUM:2,ROTATION:0}', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'regime_vector.red_folder_today=3', 'overnight.gap_vs_prior_close_pts=-324.5']","2026-04-28 (FOMC 14:00, presser 14:30, CB ConfConf 10:00; red_folder=3): stood down 0.0. NOT a calendar reflex — analog cohort majority FLAT 10/15, both book means negative, FOMC family 6/8 FLAT (only paying FOMC days were MOMENTUM: 2025-12-10 +255, 2026-03-17 +3485; rotation never won an FOMC). Red-folder base rates: p_flat .54, rotation -99/day, momentum ~flat -6 — if forced on future FOMC mornings, momentum > rotation. Tape context: strong 10d up-move (+2110pts, 1.6% off window high) but streak_imbal=0 and a huge -324.5pt overnight gap (range 431.5) = fresh two-way shock into the decision; trap_rate_10 low (0.1). Watch item for next FOMC: the two momentum winners came when the cohort wasn't FLAT-heavy — the trigger to arm momentum small (0.25) would be a book-majority analog block, not the event family alone. Yesterday full-size arm realized -95 vs oracle +330; rolling-20d read-regret -4833 says the lineage's leak is book/read selection, not sizing (sizing regret 0) — so trust the retrieval anchor over narrative. No inherited notes (fresh-eyes).",0.0
1.0,47d14088dd96,2026-04-29,war,long,['continuation'],False,0.25,medium,"War tape: net_10d +1464.5pts, imbal_share_10=0.8, price 1.06% off window high. Analog majority is MOMENTUM (8 vs 7 FLAT, 0 ROTATION) — that book is armed per rule. Rotation is excluded on structure-specific evidence: 0 rotation wins in 15 analogs and mean_pl_if_rotation=-132. But the cohort is nearly split and mean_pl_if_momentum is thin (+18), so this is the textbook 0.25 reduced-arm: real but weak book signal. No red folder today (FOMC was yesterday); calendar clear.","['analog_block.majority_action=MOMENTUM', 'analog_block.best_action_counts.MOMENTUM=8/FLAT=7/ROTATION=0', 'analog_block.mean_pl_if_momentum=18', 'analog_block.mean_pl_if_rotation=-132', 'trailing_stats.net_10d_pts=1464.5', 'regime_vector.imbal_share_10=0.8', 'trailing_stats.pct_off_window_high=1.057', 'regime_vector.red_folder_today=0']","2026-04-29 (fresh eyes): Persistent uptrend — +1464.5pts/10d, imbal_share_20=0.7, imbal_share_10=0.8, price ~1% off 20d window high. Yesterday was FOMC (-231.5pts, 502.5pt range); today calendar is clear, red_folder_today=0, so event_risk does not apply. Overnight gap +59.75 / net +54 suggests dip-buy after the FOMC shakeout — bias long with trend. Analog cohort (k=15): MOMENTUM 8, FLAT 7, ROTATION 0; mean momentum +18, rotation -132, share_both_books_red=0.47. Book = MOMENTUM per majority rule; reversion excluded on the cohort's zero rotation wins and deeply negative rotation mean, not on the war label alone. Split cohort + thin momentum mean = weak-but-real book signal, so 0.25 reduced-arm, EV ~ +$5 at size. Base rates offer no help either way (topline p_flat 0.47, both books mildly negative). Watch next session: if the post-FOMC dip-buy holds and imbalance persists, a cleaner one-sided cohort would justify 0.5; if trap_rate_10 (now 0.1) climbs with gap-and-fade prints, continuation becomes suspect.",5.0
1.0,47d14088dd96,2026-04-30,event_risk,neutral,[],True,0.0,medium,"Stand-down is evidence-based, not calendar reflex: analog majority is FLAT (8/15) — the retrieval no-trade signal — and the PCE/GDP event-family cohort is also FLAT-majority (4/8). Both cohort book means are weak (rotation -206, momentum +48 driven by two outliers), and red-folder base rates show both books negative (rot -98.63, mom -5.97, p_flat 0.54). Three 8:30 red folders plus a 291.75pt overnight gap add residual chop risk. Day-level evidence, beyond the label, says neither book pays.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8', 'event_family_analogs.counts.FLAT=4 (of 8, families PCE/GDP)', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'analog_block.mean_pl_if_rotation=-206', 'regime_vector.red_folder_today=3', 'overnight.gap_vs_prior_close_pts=291.75']","2026-04-30 (Thu): STAND DOWN 0.0. Triple 8:30 red folder (Adv GDP, Core PCE, ECI) two days post-FOMC. Not a calendar reflex — cited day-level evidence: generic analog cohort FLAT-majority 8/15 (mean_pl_if_rotation -206; mean_pl_if_momentum +48 only via 2023-02-24 +810 / 2026-04-14 +675 outliers, 5 of 10 non-FLAT analogs negative on the other book), PCE/GDP family cohort also FLAT-majority 4/8, red-folder base rates both books negative. Tape context: 10d net +1042 with price 0.37% off window high but streak only 2 and last three sessions mixed (-231.5/-48.5 after +448) — trend tiring, not clean war. imbal_share_10=0.8, trap_rate_10=0.0. Rule discipline check: v0.6.1 anchor says FLAT-majority => 0.0, never 0.25 'just in case'; predecessor diluted winners with 44/62 days at 0.25 — held to that. If tomorrow's cohort names a book with positive mean, size it properly (0.5+), don't reduced-arm out of habit. Yesterday: full-size trade realized -$45 vs oracle $0; rolling-20d read regret -$4830 with sizing regret $0 — the leak is read/book selection, not sizing, which supports trusting the analog majority over tape narrative.",0.0
1.0,47d14088dd96,2026-05-01,war,neutral,[],True,0.0,medium,"Analog cohort is decisively FLAT: majority_action=FLAT (9 of 15), both book means negative (rotation -$67, momentum -$279), share_both_books_red 0.53. Per v0.6.1, a FLAT-majority cohort is a stand-down, not a 0.25. Tape reads war-side (net_10d +1319.5pts, imbal_share_20 0.7, price 0.21% off window high) but neither book paid on similar mornings, and base_rates show negative book means on balanced/clear days too. ISM (medium) is not the reason; the cohort is. EV $0 at size 0.0.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9', 'analog_block.mean_pl_if_momentum=-279', 'analog_block.mean_pl_if_rotation=-67', 'analog_block.share_both_books_red=0.53', 'trailing_stats.net_10d_pts=1319.5', 'regime_vector.imbal_share_20=0.7', 'trailing_stats.pct_off_window_high=0.212']","2026-05-01 (fresh eyes, no inherited notes). Setup: strong 10d up-move (+1319.5pts, +575 5d), price 0.21% off window high, imbal_share_10/20=0.7, streak_imbal=3 -> war-flavored trend pressure; but directional_streak_days=1, day_type=balanced, trap_rate_10 low (0.1), overnight modestly red (gap -34.25, net -67.5). Calendar: ISM Mfg PMI + Prices 10:00, Trump 15:00 - all medium, red_folder_today=0; no event_family_analogs supplied, so generic analog block governs. Decision anchor: analog cohort (k=15) majority FLAT 9/4/2, mean_pl rotation -67, momentum -279, share_both_books_red 0.53 -> stand down per the FLAT-majority rule; did NOT reduce to 0.25 (that notch is for a weak book signal, not trade-doubt). Base rates corroborate: balanced days rotation mean -$42, calm-shock rotation -$53, flat prior ~0.45. Watch next session: if the up-trend reasserts (new window high, positive nets) analogs may rotate toward MOMENTUM; nearest analog (2024-07-02, d=1.27) was ROTATION +488, so a two-sided open near highs with a ROTATION-majority cohort would arm rotation instead. Yesterday's line: full-size arm, realized $0 vs oracle $1495 (read regret), rolling-20d read regret -$5945 - leak is book-read, not sizing; keep obeying cohort majority over tape narrative.",0.0
1.0,47d14088dd96,2026-05-04,event_risk,neutral,[],True,0.0,medium,"Analog cohort majority is FLAT (7/15) with both book means negative (rotation -126, momentum -63) — the retrieval no-trade signal. The ISM event-family cohort is also FLAT-plurality (4/8), and red-folder base rates show p_flat 0.54 with both books negative on mean. Stand-down is driven by the cohort and priced priors, not the calendar label: tape is trending up (net_10d +1090) yet on similar mornings neither book paid.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=7', 'analog_block.mean_pl_if_rotation=-126', 'analog_block.mean_pl_if_momentum=-63', 'event_family_analogs.counts.FLAT=4', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'regime_vector.red_folder_today=1', 'trailing_stats.net_10d_pts=1090.25']","2026-05-04 (fresh eyes): Stood down on converging FLAT evidence, not the calendar. Analog majority FLAT 7/15 with mean_pl_if_rotation=-126 and mean_pl_if_momentum=-63; ISM family analogs FLAT 4/8 with big momentum losers (-840, -940); red-folder base rates p_flat=0.54, rotation_book_mean=-98.63. Tape context: strong up-drift (net_10d=+1090.25, price 0.32% off 20d high, imbal_share_20=0.7) but only a 2-day streak and trap_rate_10 low (0.1) — if forced to arm, momentum long was the lean, and the ISM family shows momentum pays when anything does (3 of 4 non-flat winners). Watch next session: if today resolves as a momentum winner, weigh the family cohort above the generic block sooner. share_both_books_red=0.47 was below the 0.6 reinforcement bar — stand-down rested on majority_action=FLAT per the v0.6.1 anchor. Rolling-20d read regret is -6580 (all read, zero sizing), so the leak is book/trade selection, not shrinkage — when the cohort names a book, size it (0.5+) rather than 0.25.",0.0
1.0,47d14088dd96,2026-05-05,event_risk,neutral,[],True,0.0,high,"Retrieval says no-trade: majority_action=FLAT (7/15) and BOTH books mean-negative (rotation -108, momentum -103) — the cohort of days like today mostly paid nobody. Event-family analogs (JOLTS family) reinforce: FLAT best on 6 of 8. Red-folder base rate p_flat=0.54 with rotation mean -$99/day. This is stand-down on cohort evidence about the DAY, not the calendar label: a 200pt overnight gap into a 10:00 red folder with a FLAT-majority cohort is the exact profile 0.6.1 reserves 0.0 for.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=7', 'analog_block.mean_pl_if_rotation=-108', 'analog_block.mean_pl_if_momentum=-103', 'event_family_analogs.counts.FLAT=6', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'regime_vector.red_folder_today=1', 'overnight.gap_vs_prior_close_pts=200.75']","2026-05-05 (fresh eyes, no inherited notes). Stand-down day: analog majority FLAT 7/15 with both book means negative; JOLTS event-family analogs FLAT 6/8. Not a calendar reflex — the FLAT cohort is the v0.6.1 no-trade signal. Tape context: choppy two-sided 10d (net_10d +769 but alternating nets, streak=1), price 0.08% off window high, big overnight gap +200.75pts / 227pt range into a 10:00 JOLTS+New Home Sales morning; imbal_share_20=0.75 but trap_rate_10 low (0.1). If tomorrow's cohort names a book with positive mean, size to it (0.5/1.0) — reserve 0.25 for weak-but-real book signals only, never as a hedge on a FLAT cohort. Rolling-20d read regret is -$6,580 with zero sizing regret: the lineage leak is book/trade selection, not size — trust the analog majority for the book when it names one.",0.0
1.0,47d14088dd96,2026-05-06,war,long,[],True,0.0,medium,"Analog cohort is a clear no-trade: majority_action=FLAT (8 of 15) with both books negative in the cohort (rotation -111, momentum -100). Imbalanced-day base rates agree: p_flat 0.49 and both book means red. Tape itself reads war-trend long (net_10d +1271.5pts, price ~1% off window high, imbal_share_20 0.75), but per the v0.6.1 anchor a FLAT-majority cohort is a stand-down, never a 0.25 hedge. This is a day call, not a calendar call: red_folder_today=0 and ADP 08:15 is only medium impact.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8', 'analog_block.mean_pl_if_rotation=-111', 'analog_block.mean_pl_if_momentum=-100', 'base_rates.today_day_type.imbalanced.p_flat=0.49', 'regime_vector.red_folder_today=0', 'trailing_stats.net_10d_pts=1271.5', 'trailing_stats.pct_off_window_high=-1.031']","2026-05-06 (fresh eyes): Stood down on FLAT-majority analog cohort (8/15 FLAT, both book means negative) despite a strong-looking war tape (net_10d +1271.5pts, close 28207 near window high, imbal_share_20 0.75, streak_imbal 2, huge overnight gap +331pts with 49 shock bars incl 123.75pt bar 18:52 ET 05-05). Key discipline applied: (1) FLAT cohort = 0.0, not 0.25 'just in case'; (2) did not let the trend narrative override retrieval; (3) event pressure minor today (ADP 08:15 medium, red_folder=0) so the stand-down cites cohort+base rates, not the calendar. Nearest analog 2024-06-17 (dist 1.55) was FLAT; the two strong MOMENTUM analogs (2025-06-30 +505, 2025-08-07 +780) are outweighed by 8 FLATs and negative cohort means. If tomorrow shows a similar tape but a BOOK-majority cohort with positive mean, arm that book at 0.5 with long bias. Watch: NFP week (ADP today implies payrolls Fri) — treat Fri via event_family_analogs if present. Rolling-20d read regret is large (-6485) mostly from missed reads, not sizing (sizing regret 0), so keep sizing decisively when the cohort DOES name a book.",0.0
1.0,47d14088dd96,2026-05-07,war,long,[],True,0.0,medium,"Tape is war-like (net_5d +1305.5, imbal_share_20 0.8, 0.24% off window high), but the retrieval no-trade signal fires: analog majority_action=FLAT (10/15) with share_both_books_red=0.6 at the 0.6 threshold, and both cohort book means negative (mom -64, rot -193). Base rates confirm p_flat 0.49 for imbalanced days with both books negative. No red folder today; stand-down is cohort-driven, not calendar-driven. FLAT cohort = 0.0, not a 0.25 hedge.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=10', 'analog_block.share_both_books_red=0.6', 'analog_block.mean_pl_if_momentum=-64', 'analog_block.mean_pl_if_rotation=-193', 'trailing_stats.net_5d_pts=1305.5', 'trailing_stats.pct_off_window_high=0.236', 'base_rates.today_day_type.imbalanced.p_flat=0.49']","2026-05-07 (fresh eyes): Strong upside war tape — net_5d +1305.5 / net_10d +1356.75, imbal_share_10/20 both 0.8, streak_imbal 3, price 0.24% off 20d window high, two consecutive +440pt days into today. Overnight up another 69.25 with a 177.5pt range. Despite the trend, stood down 0.0: analog cohort is decisively FLAT (10 of 15, zero ROTATION winners, share_both_books_red 0.6) and mean P&L negative for BOTH books (mom -64, rot -193); imbalanced-day base rate p_flat 0.49 with both book means negative agrees. This is the v0.6.1 FLAT-cohort rule — not a calendar hide (red_folder_today=0; only medium-impact Claims 08:30). The 5 momentum analogs show the tail risk if trend extends (e.g. 2025-02-26 +880), so if tomorrow's cohort tilts MOMENTUM with this tape, arm momentum, biased long, and do not let a balance narrative override it. Watch for exhaustion signatures after a 3-day imbalanced streak near highs — nearest analog 2026-05-06 (yesterday) was FLAT with both books red. trap_rate_10 is low (0.1), so a future trade day here should not exclude continuation. Rolling-20d read regret -6070 is dominated by past misses, not sizing (sizing regret 0); yesterday's line was all zeros — no single-day overreaction warranted.",0.0
1.0,47d14088dd96,2026-05-08,event_risk,neutral,[],True,0.0,medium,"NFP morning (red_folder_today=3; AHE/NFP/UR at 08:30). Generic analogs lean MOMENTUM (7-7-1, mean +$209), but the event-family prior outranks the generic block on event days: NFP/JOBLESS family is 6/8 FLAT with momentum red or zero on most, and red-folder base rates price p_flat=0.54 with momentum book mean -$6 over 309 cases. That is day-specific evidence beyond the calendar label that neither book pays in this family, so I override the split generic cohort and stand down.","['regime_vector.red_folder_today=3', 'calendar: NFP/AHE/Unemployment Rate today 08:30', 'event_family_analogs.counts={FLAT:6,MOMENTUM:1,ROTATION:1}', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'base_rates.today_calendar.red_folder.momentum_book_mean=-5.97', 'analog_block.majority_action=MOMENTUM', 'analog_block.mean_pl_if_momentum=209', 'trailing_stats.net_10d_pts=1470.25']","Fresh-eyes 2026-05-08 (NFP Friday). Setup: strong up-tape (net_10d +1470pts, 0.16% off window high, imbal_share_20=0.8, streak_imbal=4) = war-flavored evidence, but the day is dominated by a 3-red-folder 08:30 jobs cluster plus UoM 10:00 and a Trump 12:00 speech. Key conflict resolved per v0.6.2 precedence: event_family_analogs (NFP/JOBLESS, 6/8 FLAT, momentum mostly <=0) and red_folder base rates (p_flat 0.54, momentum mean -$6, rotation mean -$99, n=309) outrank the split generic analog block (7 FLAT / 7 MOM / 1 ROT, momentum mean +$209 skewed by one +$1495 day). Stood down on family+base-rate evidence, not the calendar label. For future NFP-family days: rotation book is the reliably bad side (family rotation deeply red; base-rate rotation mean -$99) - if forced to arm, momentum-with-trend small, never rotation. If the family prior ever flips (>=3/8 recent family days paying a book), re-arm at 0.25-0.5 on that book. Tape context to carry: big overnight gap (+254.5pts, 316.5 net) into window highs after two +440pt up days; watch for trap signature if gaps start fading (trap_rate_10 only 0.1 now). Rolling-20d read regret is -$6690 (lineage misses winners), so keep stand-downs strictly evidence-based like today, not fear-based.",0.0
1.0,47d14088dd96,2026-05-11,war,long,[],True,0.0,medium,"Analog cohort says no-trade: majority_action=FLAT (9 of 15) and both books' cohort means are red (momentum -33, rotation -108) — per the v0.6.1 anchor a FLAT majority is a stand-down, not a 0.25. This is not a calendar reflex: red_folder_today=0, no events today. The tape itself is war-like (net_10d +1773.75, price 0.13% off window high, streak_imbal=5), so any trade would be momentum long — but the retrieval no-trade signal governs over the tape story.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9 (k=15)', 'analog_block.mean_pl_if_momentum=-33', 'analog_block.mean_pl_if_rotation=-108', 'regime_vector.red_folder_today=0', 'trailing_stats.net_10d_pts=1773.75', 'trailing_stats.pct_off_window_high=0.133', 'regime_vector.streak_imbal=5']","2026-05-11 (Mon): Stood down on a FLAT analog majority (9/15; both book cohort means red) despite a strongly one-way up tape (net_10d +1774 pts, +752 on Fri 05-08, price ~0.13% off 20d window high, streak_imbal=5, imbal_share_20=0.75). Cohort pattern: extended vertical tapes near highs after a big up week resolve FLAT more often than they pay either book; when they did pay it was MOMENTUM (5/15), almost never rotation (1/15) — so if a similar setup returns with a MOMENTUM-majority cohort and positive mean, arm momentum long at 0.5, not rotation. No red folder today; the NFP/CPI cluster was last week — this stand-down is tape/analog-based, not calendar fear. Base rates for today's buckets (clear calendar, balanced day_type, calm shock regime) are flat-heavy (p_flat ~0.44-0.46) with both book means negative, consistent with the cohort. Discipline reminders carried forward: (1) 0.25 is a weak-BOOK-signal size only, never a hedge on a FLAT cohort; (2) the analog majority picks the book over the morning narrative; (3) rolling-20d shows read regret -6020 vs sizing regret 0 — the lineage's leak is reads, so keep anchoring trade/book calls to retrieval, and size up when the cohort mean is clearly positive.",0.0
1.0,47d14088dd96,2026-05-12,event_risk,neutral,[],True,0.0,medium,"CPI morning (red_folder_today=4), but the stand-down rests on the day, not the calendar: analog cohort majority is FLAT (9/15) with BOTH book means negative (rotation -100, momentum -96), event-family plurality is FLAT (4/8), and red-folder base rates show rotation bleeding -98.63/day. A -233.75pt overnight gap after a vertical week adds trap risk. No book has a positive-mean cohort to arm, so 0.0 per the v0.6.1 FLAT-majority anchor.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:9,ROTATION:5,MOMENTUM:1}', 'analog_block.mean_pl_if_rotation=-100', 'analog_block.mean_pl_if_momentum=-96', 'event_family_analogs.counts={FLAT:4,MOMENTUM:3,ROTATION:1}', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'regime_vector.red_folder_today=4', 'overnight.gap_vs_prior_close_pts=-233.75']","2026-05-12 (fresh eyes): Stood down on a CPI+Fed-vote day — NOT because of the calendar (timing floor handles the release) but because the retrieval cohort said FLAT: 9/15 analogs FLAT, both book means negative, event-family plurality FLAT 4/8, red-folder rotation base rate -98.63/day. Tape context: strong up-leg (net_10d +1864.5pts, 1.06% off window high) hit by a -233.75pt overnight gap with a 322.75pt overnight range — imbal_share_10=0.8 but streak_imbal=0; gap-down into strength on CPI is classic trap fuel. Carry-forward: (1) CPI/FOMC family is split with LARGE momentum wins when it pays (+3485 on 03-17) — if a future event-day cohort majority names MOMENTUM, size 0.5, don't dilute to 0.25. (2) Rolling-20d read regret is -7075 with zero sizing regret — the lineage leak is missed winners, so reserve 0.0 strictly for FLAT-majority cohorts like today and never for the red-folder label alone. (3) If tomorrow reopens near the window high with the up-streak intact and a book-majority cohort, bias long with the cohort's book.",0.0
1.0,47d14088dd96,2026-05-13,event_risk,neutral,[],True,0.0,medium,"PPI morning (red_folder_today=2), but the stand-down rests on the day, not the calendar: the analog cohort majority is FLAT (8/15) with both book means negative (momentum -13, rotation -42), the PPI family record is a 1/1/1 split naming no book, and red-folder base rates show p_flat=0.54 with rotation mean -$98.63. A +236pt overnight gap after a +1831pt 10d run adds risk without naming a payable book. FLAT-majority cohort = the v0.6.1 no-trade anchor, so 0.0, not 0.25.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8 (of k=15)', 'analog_block.mean_pl_if_momentum=-13', 'analog_block.mean_pl_if_rotation=-42', 'event_family_analogs.counts={FLAT:1,MOMENTUM:1,ROTATION:1}', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'regime_vector.red_folder_today=2', 'overnight.gap_vs_prior_close_pts=235.75']","2026-05-13 stand-down (FLAT-cohort anchor, NOT the old event reflex): PPI 08:30 the day after CPI; tape in a strong 10d up-move (net_10d=+1831pts, 0.37% off window high) but yesterday -264.75 and a +236pt overnight gap. Cohort said FLAT 8/15 with both book means negative; PPI family analogs split 1/1/1; red-folder base rate p_flat=0.54, rotation book mean -$98.63 — rotation is the structurally worse book on red-folder mornings. If a future cohort on this trending tape names a book, expect MOMENTUM (nearest gap-up event analog 2026-04-14 paid momentum +675 while rotation lost). Rolling-20d read regret -$6979 with sizing regret $0: the lineage leak is hiding on payable days, so keep arming full/half size whenever the cohort names a book, and reserve 0.0 strictly for FLAT-majority cohorts like today. Do not blur 0.0 and 0.25: 0.25 is a weak-but-real book signal, never doubt about trading.",0.0
1.0,47d14088dd96,2026-05-14,event_risk,long,[],True,0.0,medium,"Analog majority is FLAT (7/15) — the retrieval no-trade signal, and both book means are thin (mom $58, rot $54). Event-family (RETAIL) analogs confirm: FLAT 5/8. Base rates for red-folder mornings: p_flat 0.54, rotation −$98.6/day. Tape is strongly long (net_10d +2272, 0.086% off window high) so bias is long, but this is evidence about the DAY beyond the calendar: cohort and family both say neither book pays. Standing down, not reduced-arm — FLAT cohort is a 0.0, not a 0.25.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:7,MOMENTUM:5,ROTATION:3}', 'analog_block.mean_pl_if_momentum=58', 'event_family_analogs.counts={FLAT:5,MOMENTUM:2,ROTATION:1}', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'trailing_stats.net_10d_pts=2272.0', 'regime_vector.red_folder_today=2']","2026-05-14 (Thu, Retail Sales + Claims 08:30): STAND DOWN on retrieval, not on the calendar. Nearest-cohort majority FLAT (7/15) incl. yesterday 05-13 (both books <=0); RETAIL family analogs 5/8 FLAT; red-folder base rates barely break even for momentum and bleed for rotation. Tape context: strong up-leg — net_10d +2272 pts, imbal_share_20 0.8, price 0.09% off 20d window high, streak_imbal 2 — so if forced to arm, momentum-long was the book (family winners 11-25 and 04-01 were momentum). Did NOT stand down because of the event label; the FLAT cohort plus family record is the day-level evidence v0.6.2 requires. Discipline reminders carried forward: (1) majority_action decides book AND trade/no-trade — FLAT cohort = 0.0, never 0.25 'just in case'; (2) 0.25 is only for a weak-but-real BOOK signal; (3) rolling-20d read regret −$6,979 says the lineage's leak is bad reads, not sizing — trust the retrieval anchors. Watch tomorrow: if the cohort shifts to a book majority with price still pinned at highs, momentum-continuation at 0.5 is the likely arm; trap_rate_10 is low (0.2) so continuation is not suspect on structure grounds.",0.0
1.0,47d14088dd96,2026-05-15,war,neutral,[],True,0.0,high,"Retrieval no-trade signal: analog majority_action=FLAT (10/15) with BOTH books negative (rotation -128, momentum -115) and share_both_books_red 0.53 - a FLAT cohort is a stand-down, not a 0.25. Tape is war-grade one-way up (net_10d +2032, imbal_share_20 0.8) but the -434pt overnight gap against it makes today unlike a clean continuation day; nearest analog (2026-04-20-type FLATs) resolved untradeable. No red folder today - this stand-down is cohort/tape evidence, not calendar fear.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=10 (k=15)', 'analog_block.mean_pl_if_rotation=-128', 'analog_block.mean_pl_if_momentum=-115', 'analog_block.share_both_books_red=0.53', 'overnight.gap_vs_prior_close_pts=-434.0', 'trailing_stats.net_10d_pts=2032.0', 'regime_vector.red_folder_today=0']","2026-05-15 (Fri, fresh eyes): Stood down on the v0.6.1 FLAT-cohort anchor. Setup: strong 10d uptrend (net_10d +2032, net_5d +1137, imbal_share_20 0.8, streak_imbal 3, ~1.8% off window high) hit by a huge -434pt overnight gap down with 557pt overnight range and 15 shock bars - a violent counter-trend shock into a stretched tape. Analog cohort was decisively FLAT: 10/15 flat, only 4 rotation / 1 momentum, and BOTH books mean-negative (rot -128, mom -115), share_both_books_red 0.53. Base rates agree: imbalanced day-type p_flat 0.49 with rotation book mean -54. Calendar clear (CPI/PPI/retail all earlier this week), so no event_risk excuse either way - the day itself, per retrieval, is the untradeable kind. Watch-forward: if a similar giant-gap-against-trend morning recurs but the cohort shows a book majority, the likely trade is rotation (gap-fill) not momentum; today the cohort said neither pays. Do not convert FLAT cohorts into 0.25 'just in case' - that was the v0.6 leak. Rolling-20d read regret is the lineage's known issue; sizing regret 0 - keep sizing decisively when a book majority appears.",0.0
